,name,type,latitude,longitude
2130,Dingmans Falls Visitor Center - Closed - Storm Damage,Visitor Center,41.2294688746878,-74.88789753660551
2131,PEEC - Administrative Building,Information,41.171178587082295,-74.91411143241659
2132,Longfellow House Visitor Center,Visitor Center,42.3768577252846,-71.126350285811
2133,Visitor Contact / Ranger Station,Visitor Center,37.629948697983,-119.08483864535
2134,Comfort Station,Restroom,37.6304601953306,-119.085053714496
2135,Vault Toilet,Restroom,37.6305371613828,-119.084665458232
2136,Comfort Station,Restroom,37.6315001450371,-119.085330075684
2137,Muir Woods Trading Company,Food Service,37.893436000010205,-122.572870000303
2138,Restroom,Restroom,37.8935665050989,-122.57286428929899
2139,Restroom,Restroom,37.89225489720771,-122.571940992672
2140,Muir Woods Visitor Center,Visitor Center,37.8928428566073,-122.57245173801901
2141,Manzanita Lake Gas Station,Gas Station,40.5309645390869,-121.562326252686
2142,Lassen Crossroads,Information,40.5453231508429,-121.57644614928002
2143,Kohm Yah-mah-nee Visitor Center,Visitor Center,40.437773025767704,-121.533824978321
2144,Loomis Museum,Visitor Center,40.536119683589604,-121.563135666236
2145,Visitor Center,Visitor Center,20.025565043631698,-155.821768163367
2146,Millerton Point,Restroom,38.1070454001478,-122.84789080016701
2147,Marshall Beach,Restroom,38.1628201000441,-122.915624600189
2148,Bear Valley Pay Phone,Telephone,38.0410933003365,-122.80003269965
2149,Point Reyes Lighthouse Visitor Center,Visitor Center,37.9964996330372,-123.020462581421
2150,PRNSA Bookstore at Drakes Beach,Gift Shop,38.0279272003907,-122.961475500342
2151,Drakes Beach,Restroom,38.0280951995048,-122.961582000415
2152,Point Reyes Beach South,Restroom,38.0473776996064,-122.988451199671
2153,Estero Trailhead Restroom,Restroom,38.0817907999885,-122.914274400272
2154,Kenneth C. Patrick Visitor Center,Visitor Center,38.0279692004192,-122.961680500482
2155,Lighthouse Parking Lot Vault Toilets,Restroom,37.996540500064995,-123.019538299793
2156,Five Brooks Vault Toilet,Restroom,37.9973064995854,-122.758099700158
2157,Drakes Beach Pay Phone,Telephone,38.0280080004456,-122.961498700358
2158,Point Reyes Lighthouse Pay Phone,Telephone,37.9965929001006,-123.019559699808
2159,Point Reyes Beach North,Restroom,38.0777237002251,-122.974498600191
2160,Limantour Beach South Parking Lot Vault Toilet,Restroom,38.0260314001026,-122.876459399578
2161,Bear Valley Visitor Center,Visitor Center,38.0411172003527,-122.800322399846
2162,Glen Campground Vault Toilet,Restroom,37.98961760036121,-122.78830449968099
2163,Wildcat Campground Vault Toilet,Restroom,37.9707809995626,-122.789809999704
2164,McClures Beach Vault Toilet,Restroom,38.1886213995749,-122.95763459973301
2165,Bear Valley Picnic Area Restrooms,Restroom,38.040566799978706,-122.798850399846
2166,Coast Campground Vault Toilet,Restroom,38.0168772998828,-122.853992800313
2167,Palomarin Trailhead Vault Toilet,Restroom,37.9342012997084,-122.746989299609
2168,Kehoe Beach Trailhead Vault Toilet,Restroom,38.152714200177606,-122.939147900172
2169,Sky Campground Vault Toilet,Restroom,38.0400915996559,-122.828220499802
2170,Tomales Point Pay Phone,Telephone,38.188969199811204,-122.954165600376
2171,Divide Meadow,Restroom,38.0192467004927,-122.801030100327
2172,Limantour Beach Vault Toilets,Restroom,38.028332099665796,-122.88247479966499
2173,Visitor Center,Visitor Center,-14.2744210125969,-170.69692920634
2174,Visitor Center,Visitor Center,42.8177853988743,-114.89820736973101
2175,Golden West Visitor Center,Visitor Center,48.308357895460205,-120.65636823913
2176,Mountain Room and Base Camp Eatery,Food Service,37.7433103150069,-119.598916654642
2177,Glacier Point Gift Shop,Food Service,37.7283849618659,-119.573617065452
2178,Wawona Store & Pioneer Gift Shop,Store,37.537596798234205,-119.657440725406
2179,Big Oak Flat Information Station,Information,37.8003350207525,-119.87542135951401
2180,Village Store,Store,37.747001543515,-119.584470050826
2181,Wawona Gas Station,Gas Station,37.5371839949538,-119.65743740840401
2182,Valley Visitor Center & Theater,Visitor Center,37.748728514688295,-119.587249659715
2183,Curry Village Pavillion,Food Service,37.7372742809057,-119.571107342747
2184,Crane Flat Store & Gas Station,Gas Station,37.7529925675855,-119.796766044071
2185,Yosemite National Park Post Office,Post Office,37.7482310073503,-119.58630133107
2186,El Portal Gas Station,Gas Station,37.6748046344605,-119.781668270813
2187,El Portal Post Office,Post Office,37.674353513154,-119.78533063330099
2188,Mountain Room Lounge and Cliff Room,Food Service,37.7438820393954,-119.59871705750601
2189,Mariposa Grove Welcome Plaza,Information,37.506751119276,-119.63001272777001
2190,Tuolumne Meadows Visitor Center,Visitor Center,37.8715794591598,-119.374103290892
2191,Tuolumne Meadows Wilderness Center,Information,37.8769273847934,-119.34565218156
2192,Yosemite Valley Lodge Gift Shop,Store,37.743881458395,-119.598484053348
2193,Housekeeping Camp,Store,37.74096988441671,-119.579183693234
2194,Curry Village Gift & Grocery and Mountain Shop,Store,37.7375122720674,-119.571029332694
2195,Wawona Visitor Center,Visitor Center,37.537239794991706,-119.655408693025
2196,The Ansel Adams Gallery,Store,37.7484919865276,-119.58681176441699
2197,Degnan's Kitchen,Food Service,37.7479970771914,-119.585484936516
2198,Wawona Campground Office,Information,37.5401642619787,-119.65187913762699
2199,Yosemite Valley Campground Office,Information,37.739191259208205,-119.569004710318
2200,Village Grill,Food Service,37.746677870295,-119.58445195681401
2201,Valley Wilderness Center,Information,37.7482999983972,-119.58660688927799
2202,Tuolumne Meadows Store/Grill,Store,37.874338458034394,-119.356795910132
2203,El Portal Market,Store,37.674613960331,-119.782169892154
2204,Yosemite Valley Lodge Post Office,Post Office,37.74453166683679,-119.59786622792801
2205,Campground Fee Station,Fee Booth,25.40078354784,-80.6549557750506
2206,Restroom,Restroom,35.2363888826716,-75.6039609161369
2207,North Nest Key Wilderness Area,Regulatory Sign,25.1486288095127,-80.5131972407323
2208,Visitor Center,Visitor Center,34.1466271402297,-82.02324533873909
2209,Restroom,Restroom,37.5331924932418,-85.731338348214
2210,Restroom,Restroom,35.1474797822621,-88.352669061285
2211,Cades Cove Campground Comfort Station,Restroom,35.6011491985091,-83.77587414456791
2212,Gas Station,Gas Station,25.7606010773191,-80.7745283252945
2213,Restroom,Restroom,18.4677634321787,-66.1078364939667
2214,Restroom,Restroom,30.9231575020336,-81.4346741868326
2215,Kings Mountain National Military Park,Visitor Center,35.141315003073395,-81.37714227674229
2216,Dynamite Pass No Entry,Regulatory Sign,25.1829922718611,-80.6090446248561
2217,HI BD Frisco Campground Kiosk,Information,35.234608684461996,-75.60781841375791
2218,Office,Office,35.1507557804879,-88.32118056989
2219,Obed Visitor Center,Visitor Center,36.1062071286722,-84.59851757251549
2220,HI BD Cape Point CG Kiosk,Information,35.2356004811359,-75.5336668373754
2221,Clingmans Dome Visitor Center,Visitor Center,35.5574464958152,-83.49617552852591
2222,Fort Frederica Visitor Center,Visitor Center,31.2233880720262,-81.3893007620035
2223,Visitor Center,Visitor Center,36.1629076441976,-82.829537987577
2224,Restroom,Restroom,35.238117082845896,-75.6013365163538
2225,Newfound Gap,Restroom,35.6109428821634,-83.4248150460398
2226,ND Comfort Station 8,Restroom,28.9094126997887,-80.8186155182497
2227,Ridgeland Information Cabin,Information Map,32.4259359101009,-90.1260134311892
2228,Cades Cove Campground Comfort Station,Restroom,35.604481297773106,-83.7717918457942
2229,Restroom,Restroom,35.236755180920504,-75.5425835344339
2230,North Nest Key Wilderness Area,Regulatory Sign,25.151543809493297,-80.5115905716407
2231,Cosby Campground Comfort Station,Restroom,35.752830743569604,-83.2069797010309
2232,Office,Office,36.4708834574527,-84.65138023543321
2233,Restroom,Restroom,18.3329075495504,-64.7935559039748
2234,William M Colmer Visitor Center,Visitor Center,30.391958497108803,-88.79098819610229
2235,Visitor Center,Visitor Center,28.9272926959372,-80.82439881517921
2236,Restroom,Restroom,35.236014781417495,-75.5403734349322
2237,Office,Office,34.6856106344437,-76.52612695970541
2238,Restroom,Restroom,36.4927534933123,-87.85361901220391
2239,Garden Key Visitor Center,Visitor Center,24.627892015696503,-82.87264265486459
2240,Visitor Center/Admin,Office,37.187004932023605,-86.1014545906905
2241,Restroom,Restroom,34.5983286541397,-76.5330376624009
2242,Naval Live Oaks Group Camping,Restroom,30.3690044475126,-87.14257005307958
2243,Restroom,Restroom,30.3203093634266,-87.27087131925421
2244,Office,Office,35.9365100333711,-75.7095034498482
2245,Restoom,Restroom,18.4704250309871,-66.1223909898558
2246,Little Madeira No Entry,Regulatory Sign,25.1752107525739,-80.6282692369184
2247,Restroom,Restroom,35.413878092267204,-87.516705380287
2248,Jacks Branch Comfort Station,Restroom,35.413929692302204,-87.5162442799736
2249,SD Comfort Station 3,Restroom,28.658556950344,-80.6345608461932
2250,Shark Valley Visitor Center,Visitor Center,25.756957218843304,-80.7653478060568
2251,Restroom,Restroom,36.6019048874755,-83.6308126240054
2252,Glenrock Branch Comfort Station,Restroom,35.2547771291656,-87.6319093565626
2253,Restroom,Restroom,25.6692600872572,-80.1559828080219
2254,OI BD Silver Lake Dock Kiosk,Information,35.115796921735104,-75.98599330370999
2255,Deep Creek Campground Comfort Station,Restroom,35.460489413937395,-83.435025052977
2256,Lilly Bridge,Restroom,36.1022198349631,-84.71652263869441
2257,Flamingo Campground Information Board,Information Board,25.1370281786307,-80.93900165404641
2258,TImucuan Preserve Visitor Center,Visitor Center,30.386128970148,-81.4976256636052
2259,SD Comfort Station 10,Restroom,28.687936243305803,-80.65655529613741
2260,Merritt Island Nwr,Wheelchair Accessible,28.6414010446873,-80.7354620817508
2261,Office,Office,31.223395272031002,-81.3893997620708
2262,Flamingo Gas Station,Gas Station,25.142607348421397,-80.922807175043
2263,Rosamond Johnson Beach,Wheelchair Accessible,30.299725572440902,-87.4134662801408
2264,Little River Canyon Center,Information,34.398829022589,-85.6336236778214
2265,Restroom,Restroom,35.2353421809605,-75.536344736195
2266,Restroom,Restroom,35.126848217243904,-75.91887942410929
2267,Santa Rosa Area,Wheelchair Accessible,30.362720544243,-86.9696501015886
2268,Restroom,Restroom,35.8735728786082,-87.032164188064
2269,Restroom,Restroom,28.644538160818897,-80.6831839662303
2270,Long Pine Key Campground Bulletin Board,Information Board,25.400643147744603,-80.65486547498921
2271,SD Comfort Station 12,Restroom,28.698579887537697,-80.6647439567012
2272,Greenbrier Pavilion Pit Toilets,Restroom,35.7032775609005,-83.38652645102451
2273,Smokemont Campground Comfort Station,Restroom,35.5596845883359,-83.31295828203841
2274,Meriwether Lewis Campggound Comfort Station,Restroom,35.5240786671433,-87.4545330900438
2275,Visitor Center,Visitor Center,32.6361544169345,-91.4032128729862
2276,Look Rock Campground Comfort Station,Restroom,35.6405637972895,-83.9319259965978
2277,Information,Information,34.7599361139444,-76.41286109074659
2278,Little Madeira No Entry,Regulatory Sign,25.175157855538,-80.6294200947003
2279,Leconte Pit Toilet,Restroom,35.6548474739946,-83.4415693384235
2280,Pavilion 2,Restroom,30.399088035953003,-88.7949729988097
2281,Restroom,Restroom,37.1810491329769,-86.09795839231501
2282,Blue Ridge Music Center,Visitor Center,36.573190281965395,-80.8499975515723
2283,Tourism Information,Information,18.4636019333511,-66.11393719211179
2284,Restroom,Restroom,37.2032780300804,-86.1363679804126
2285,Cades Cove Visitor Center,Visitor Center,35.58496100451,-83.8430825262329
2286,Restroom,Restroom,34.6861709378244,-76.644576024186
2287,Restroom,Restroom,29.7836909728197,-90.11539715997591
2288,Colbert Ferry Comfort Station,Restroom,34.8397197271536,-87.9447804951439
2289,Collins Creek Picnic Area Comfort Station,Restroom,35.5691122867415,-83.33782517393429
2290,Long Pine Key Campground Bulletin Board,Information Board,25.398133148039197,-80.6557388745827
2291,Cumberland Knob,Visitor Center,36.5536359876791,-80.906963536278
2292,Colbert Ferry Visitor Center Comfort Station,Restroom,34.8339455282303,-87.94806619537641
2293,SD Comfort Station 6,Restroom,28.6698504300173,-80.6427243547399
2294,Flamingo Visitor Center,Visitor Center,25.141443635630804,-80.9238319107393
2295,Office,Office,36.1313865357805,-79.8463526786428
2296,Restroom,Restroom,35.2991818553365,-75.5137011178097
2297,Peaks Country Store,Store,37.445397752589294,-79.6104891743846
2298,Restroom,Restroom,30.397549395907603,-88.7941974952828
2299,Little Swan Comfort Station,Restroom,35.528460766120794,-87.45345089030849
2300,Toilet,Restroom,25.8247649829155,-81.4861325457961
2301,Shark Valley Tower Comfort Station,Restroom,25.6562460314148,-80.76631249071221
2302,Crabtree Meadows,Food Service,35.81341938973671,-82.1429671120844
2303,Nemo,Restroom,36.0691731325094,-84.6611883160973
2304,Rocky Springs Campground Restroom,Restroom,32.089182706292895,-90.79790626570879
2305,Cinnamon Bay,Food Service,18.352269243705802,-64.7542282162535
2306,Look Rock Campground Comfort Station,Restroom,35.6385019978886,-83.9346654964592
2307,Restroom,Restroom,18.4673219318787,-66.11060709284921
2308,Fort Donelson National Battlefield Visitor Center,Visitor Center,36.482400196277794,-87.8625856112963
2309,Visitor Center,Visitor Center,25.4644966431301,-80.3347817605074
2310,Cinnamon Bay,Restroom,18.3521522436263,-64.75401261610699
2311,Elkmont Campground Comfort Station,Restroom,35.658972177797104,-83.5821864979663
2312,Restroom,Restroom,34.3524154340532,-85.6765259679715
2313,Restroom,Restroom,30.764349134130804,-81.4705612832162
2314,Look Rock Picnic Area Comfort Station,Restroom,35.6366342976196,-83.9410047937665
2315,Visitor Center,Visitor Center,37.18701453203,-86.1010656914263
2316,U.S.S. Cairo Museum,Information,32.3757771500204,-90.8670287316742
2317,Toilet,Restroom,25.6494726588126,-81.28008444579609
2318,T Loop Restroom,Restroom,25.1388510478692,-80.942309575294
2319,Sea Camp Ranger Station,Visitor Center,30.764359334137698,-81.47060648324691
2320,Food Service,Food Service,37.1860048323441,-86.1013592906258
2321,Restroom,Restroom,37.1812921321419,-86.095763892824
2322,Restroom,Restroom,32.027231473200004,-80.8929555737603
2323,Restroom,Restroom,37.18212173170561,-86.09834839158
2324,Trunk Bay,Food Service,18.3526038849332,-64.76829925081411
2325,Visitor Center,Visitor Center,32.0365866855564,-84.39251085554359
2326,National Prisoner of War Museum,Visitor Center,32.1974923408843,-84.1271061252136
2327,Craggy Gardens Visitor Center,Visitor Center,35.7002656228541,-82.3796442478953
2328,Restroom,Restroom,25.452436842936002,-80.1962075023527
2329,Oconaluftee Visitor Center Restrooms,Restroom,35.512883497536706,-83.3062592864867
2330,Whetstone Ridge,Food Service,37.8854103445572,-79.151962085837
2331,Little River Falls Restroom,Restroom,34.395463823302606,-85.6257418804661
2332,ND Comfort Station 4,Restroom,28.885274719387997,-80.79436361277159
2333,Restroom,Restroom,36.6520877685725,-83.4357480794683
2334,Cruz Bay Visitor Center,Visitor Center,18.3327764504614,-64.79371420408229
2335,Sloans Crossing,Wheelchair Accessible,37.1517486380686,-86.0991514941257
2336,Balsam Mountain Campground Comfort Station,Restroom,35.5666501810687,-83.1753969215719
2337,Restroom,Restroom,35.1261197167489,-75.9200900239318
2338,FOPU Visitor Center,Visitor Center,32.027141773139,-80.892677073571
2339,Royal Palm Information Center,Visitor Center,25.3823669483268,-80.6095531752017
2340,Restroom,Restroom,37.1825125319712,-86.0964858933145
2341,Restroom,Restroom,25.845985138333603,-81.3863602150055
2342,Balsam Mountain Campground Comfort Station,Restroom,35.5645928816708,-83.17417202173971
2343,Restroom,Restroom,25.397279258459,-80.23442629232059
2344,Linville Falls Visitor Center,Visitor Center,35.9545624516368,-81.9277351668443
2345,Crossville Visitor Center,Visitor Center,35.9811251706849,-85.00889846234999
2346,No Entry Wildlife Protection Area,Regulatory Sign,25.219347008562398,-80.5391167803434
2347,Peaks Of Otter,Food Service,37.4452171534666,-79.6110761737834
2348,Visitor Center,Visitor Center,35.271417315471794,-82.4472190528093
2349,Craggy Gardens Picnic Area,Restroom,35.7000809227285,-82.3912570447857
2350,Restroom,Restroom,35.9365246333809,-75.70901284951479
2351,Christiansted National Historic Site Visitor Center,Visitor Center,17.746947322418002,-64.7017181425754
2352,Restroom,Restroom,29.8977468793153,-81.3113207260197
2353,Smokemont Campground Comfort Station,Restroom,35.56239548817779,-83.3114021819811
2354,Cosby Campground Comfort Station,Restroom,35.75667274318,-83.2084922010586
2355,A Loop Comfort Station,Restroom,25.136673048389397,-80.940103474795
2356,Office,Office,32.344165855542,-90.8515929381863
2357,Cedar Point,Information,30.443412055069103,-81.4608839726409
2358,Elkmont Campground Comfort Station,Restroom,35.657698378931606,-83.5821926979705
2359,Cosby Campground Comfort Station,Restroom,35.754014144373706,-83.209798299946
2360,Tupelo Visitor Center,Visitor Center,34.3300833618796,-88.70989271300171
2361,Restroom,Restroom,29.9418138352567,-89.9947021859693
2362,Kosciusko Welcome Center,Visitor Center,33.0375229616455,-89.5786630472903
2363,Elkmont Campground Comfort Station,Restroom,35.6615083775204,-83.5875263955945
2364,Visitor Center Comfort Station,Restroom,34.3301454619218,-88.70979111293259
2365,Restroom,Restroom,30.7638379337835,-81.4636095854929
2366,Gas Station,Gas Station,25.910692252299,-81.3652342486514
2367,Visitor Center,Visitor Center,36.020685413564294,-75.6676663584218
2368,Catalochee Group Camp Pit Toilettes,Restroom,35.6505527600765,-83.07404734570959
2369,Office,Office,33.9830589700928,-84.57780440444179
2370,Visitor Center,Visitor Center,37.5308952936809,-85.7359195473267
2371,Portsmouth,Visitor Center,35.069783134470896,-76.06391518165421
2372,Restroom,Restroom,37.181902631556795,-86.0950930933682
2373,Big Creek Portable,Restroom,35.760001839442,-83.1057589312562
2374,U.S. Post Office and Courthouse,Post Office,32.3750019894937,-86.30956053108879
2375,Deep Creek Campground Comfort Station,Restroom,35.4615067136286,-83.43454615265159
2376,Salvo Day Use Area Comfort Station,Restroom,35.5329320141587,-75.4754804408405
2377,Restroom,Restroom,30.754364871346898,-81.4733297950972
2378,Blue Ridge Parkway Visitor Center,Visitor Center,35.565815754501706,-82.4863197253763
2379,Smokemont Riding Stables Comfort Station,Restroom,35.550437590053,-83.30795498363891
2380,Oconaluftee Visitor Center,Visitor Center,35.5127117984201,-83.306236086471
2381,Information,Information,34.715680831875,-76.6639072173206
2382,Food Service,Food Service,25.760490477244,-80.7754820249425
2383,Restroom,Restroom,25.667600688129802,-80.1562956082344
2384,Headquarters - Administration Office,Office,34.3299178617672,-88.7095086127407
2385,Campground Fee Station,Fee Booth,25.1371125306879,-80.93889109197129
